Gestora;Data;Talão;Classificação;Descrição;Valor
SEFIN;24/03/2017;24.03.0013;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;110,96
SEFIN;24/03/2017;24.03.0014;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;12.971,62
SEFIN;24/03/2017;24.03.0015;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;348,74
SEFIN;24/03/2017;24.03.0016;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;82,43
SEFIN;24/03/2017;24.03.0017;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;82,43
SEFIN;24/03/2017;24.03.0018;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;60,38
SEFIN;24/03/2017;24.03.0019;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.740,39
SEFIN;24/03/2017;24.03.0020;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;1.048,42
SEFIN;24/03/2017;24.03.0021;1931.13.00.00.00;Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza – ISS;136,03
SEFIN;24/03/2017;24.03.0022;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;317,99
SEFIN;24/03/2017;24.03.0023;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;40,77
SEFIN;24/03/2017;24.03.0024;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;57,29
SEFIN;24/03/2017;24.03.0025;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;78,75
SEFIN;24/03/2017;24.03.0026;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;412,16
SEFIN;24/03/2017;24.03.0027;1121.29.00.00.00;Taxa de Licença para Execução de Obras;312,09
SEFIN;24/03/2017;24.03.0028;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;24/03/2017;24.03.0029;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;24/03/2017;24.03.0030;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.630,83
SEFIN;24/03/2017;24.03.0031;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;239,85
SEFIN;24/03/2017;24.03.0032;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;148,20
SEFIN;24/03/2017;24.03.0033;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;63,73
SEFIN;24/03/2017;24.03.0034;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;424,92
SEFIN;24/03/2017;24.03.0035;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;1.325,00
SEFIN;24/03/2017;24.03.0036;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;86,39
SESA;24/03/2017;24.03.0038;1721.33.13.15.00;PISO FIXO DE VIGILNCIA E PROMOÇÃO DE SAÚDE - PFVPS;96.572,57
AMT;24/03/2017;24.03.0041;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;116,07
SEFIN;24/03/2017;24.03.0096;1122.99.00.00.00;Outras Taxas pela Prestação de Serviços;251,64
SEFIN;24/03/2017;24.03.0101;1721.22.70.00.00;Cota-Parte do Fundo Especial do Petróleo – FEP;90.910,22
SEFIN;24/03/2017;24.03.0102;1721.22.30.00.00;Cota-parte Royalties – Compensação Financeira pela Produção de Petróleo – Lei nº 7.990/89;237.030,73
SEFIN;24/03/2017;24.03.0103;1721.22.50.00.00;Cota-parte Royalties pela Participação Especial – Lei nº 9.478/97, artigo 50;33.440,04
SEFIN;24/03/2017;24.03.0104;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;5.082,30
AMT;24/03/2017;24.03.0105;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;98,92
SEFIN;27/03/2017;27.03.0001;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;754,55
SEFIN;27/03/2017;27.03.0002;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;1.200,00
SEFIN;27/03/2017;27.03.0003;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;241,10
SEFIN;27/03/2017;27.03.0004;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;5.988,63
SEFIN;27/03/2017;27.03.0005;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.972,13
SEFIN;27/03/2017;27.03.0006;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;220,62
SEFIN;27/03/2017;27.03.0007;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;112,15
SEFIN;27/03/2017;27.03.0008;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;2.342,00
SEFIN;27/03/2017;27.03.0009;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;990,00
SEFIN;27/03/2017;27.03.0010;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;359,16
SEFIN;27/03/2017;27.03.0011;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;237,78
SEFIN;27/03/2017;27.03.0012;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;63,41
SEFIN;27/03/2017;27.03.0013;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;1.149,27
SEFIN;27/03/2017;27.03.0014;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;27/03/2017;27.03.0015;1121.29.00.00.00;Taxa de Licença para Execução de Obras;2.365,16
SEFIN;27/03/2017;27.03.0016;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;3.041,10
SEFIN;27/03/2017;27.03.0017;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.879,36
SEFIN;27/03/2017;27.03.0018;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;16.716,00
SEFIN;27/03/2017;27.03.0019;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;412,15
SEFIN;27/03/2017;27.03.0020;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;951,12
SEFIN;27/03/2017;27.03.0021;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;27/03/2017;27.03.0022;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;253,06
SEFIN;27/03/2017;27.03.0023;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.941,17
SEFIN;27/03/2017;27.03.0024;1931.13.00.00.00;Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza – ISS;1.541,43
SEFIN;27/03/2017;27.03.0025;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;816,48
SEFIN;27/03/2017;27.03.0026;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;7,50
SEFIN;27/03/2017;27.03.0027;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;949,49
SEFIN;27/03/2017;27.03.0028;1722.01.02.00.00;Cota-Parte do IPVA;131.666,78
AMT;27/03/2017;27.03.0030;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;74,08
SEDUC;27/03/2017;27.03.0031;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;29.154,63
SEDUC;27/03/2017;27.03.0032;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;26.333,36
SEFIN;27/03/2017;27.03.0048;1931.13.00.00.00;Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza – ISS;1.246,06
IMAC;27/03/2017;27.03.0309;1121.99.01.00.00;Taxa de Licenciamento Ambiental;317,49
SEINFRA;27/03/2017;27.03.0326;1325.02.99.06.00;REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS NÃO VINCULADOS;1.558,35
SEDUC;27/03/2017;27.03.0391;1325.01.02.00.00;Receita de Remuneração de Depósitos Bancários de Recursos Vinculados Receita de Remuneraç;2.398,41
SEFIN;27/03/2017;27.03.0392;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;593,91
AMT;27/03/2017;27.03.0393;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;247,30
SEFIN;28/03/2017;28.03.0001;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;826,27
SEFIN;28/03/2017;28.03.0002;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;2.098,00
SEFIN;28/03/2017;28.03.0003;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;30,00
SEFIN;28/03/2017;28.03.0004;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;951,12
SEFIN;28/03/2017;28.03.0005;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;95,11
SEFIN;28/03/2017;28.03.0006;1919.48.00.00.00;Multas Aplicadas pelos Tribunais de Contas;616,51
SEFIN;28/03/2017;28.03.0007;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.355,94
SEFIN;28/03/2017;28.03.0008;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;4.149,91
SEFIN;28/03/2017;28.03.0009;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;3.117,50
SEFIN;28/03/2017;28.03.0010;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;6,39
SEFIN;28/03/2017;28.03.0011;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;796,47
SEFIN;28/03/2017;28.03.0012;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;840,16
SEFIN;28/03/2017;28.03.0013;1121.22.00.00.00;Taxa de Serviços Administrativos;407,40
SEFIN;28/03/2017;28.03.0014;1121.22.00.00.00;Taxa de Serviços Administrativos;158,52
SEFIN;28/03/2017;28.03.0015;1121.22.00.00.00;Taxa de Serviços Administrativos;63,40
SEFIN;28/03/2017;28.03.0016;1121.22.00.00.00;Taxa de Serviços Administrativos;4,76
SEFIN;28/03/2017;28.03.0017;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;3.058,80
SEFIN;28/03/2017;28.03.0018;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;186,28
SEFIN;28/03/2017;28.03.0019;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;678,17
SEFIN;28/03/2017;28.03.0020;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;16.802,50
SEFIN;28/03/2017;28.03.0021;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;554,82
SEFIN;28/03/2017;28.03.0022;1121.22.00.00.00;Taxa de Serviços Administrativos;31,70
SEFIN;28/03/2017;28.03.0023;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.660,43
SEFIN;28/03/2017;28.03.0024;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;27,03
SEFIN;28/03/2017;28.03.0025;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;806,12
SEFIN;28/03/2017;28.03.0026;1722.01.01.00.00;Cota-Parte do ICMS;2.128.605,62
AMT;28/03/2017;28.03.0027;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;143,22
SEDUC;28/03/2017;28.03.0028;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;1.231.766,90
SEDUC;28/03/2017;28.03.0029;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;425.721,12
IMAC;28/03/2017;28.03.0030;1121.99.01.00.00;Taxa de Licenciamento Ambiental;1.668,37
AMT;28/03/2017;28.03.0056;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;98,92
SESA;28/03/2017;28.03.0057;1721.33.14.21.00;INCENTIVO ASSIST. AMBUL. HOSP. E APOIO DIAG. A PROP. INDIG. - IAPI;6.067,00
DES. SOCIA;28/03/2017;28.03.0058;1721.34.99.00.00;Outras Transferências do FNAS;81.817,08
SEFIN;28/03/2017;28.03.0059;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;2.088,38
SESA;29/03/2017;29.03.0001;1721.33.14.11.00;FAEC - NEFROLOGIA;688.644,25
SEFIN;29/03/2017;29.03.0002;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.869,31
SEFIN;29/03/2017;29.03.0003;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;269,61
SEFIN;29/03/2017;29.03.0004;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;6.050,00
SEFIN;29/03/2017;29.03.0005;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;137,35
SEFIN;29/03/2017;29.03.0006;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;348,74
SEFIN;29/03/2017;29.03.0007;1121.22.00.00.00;Taxa de Serviços Administrativos;244,12
SEFIN;29/03/2017;29.03.0008;1121.22.00.00.00;Taxa de Serviços Administrativos;240,95
SEFIN;29/03/2017;29.03.0009;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;1.861,09
SEFIN;29/03/2017;29.03.0010;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;3.738,69
SEFIN;29/03/2017;29.03.0011;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;2.168,78
SEFIN;29/03/2017;29.03.0012;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;76,03
SEFIN;29/03/2017;29.03.0013;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;338,04
SEFIN;29/03/2017;29.03.0014;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;6.470,92
SEFIN;29/03/2017;29.03.0015;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;134.670,55
SEFIN;29/03/2017;29.03.0016;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;249,90
SEFIN;29/03/2017;29.03.0017;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;317,04
SEFIN;29/03/2017;29.03.0018;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;475,56
SEFIN;29/03/2017;29.03.0019;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;4.274,29
SEFIN;29/03/2017;29.03.0020;1121.22.00.00.00;Taxa de Serviços Administrativos;164,86
SEFIN;29/03/2017;29.03.0021;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;29/03/2017;29.03.0022;1121.22.00.00.00;Taxa de Serviços Administrativos;31,70
SEFIN;29/03/2017;29.03.0023;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;4,76
SEFIN;29/03/2017;29.03.0024;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;70,15
SEFIN;29/03/2017;29.03.0025;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.074,21
SEFIN;29/03/2017;29.03.0026;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;103,08
SEFIN;29/03/2017;29.03.0027;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;566,93
SEFIN;29/03/2017;29.03.0028;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;277,05
SEFIN;29/03/2017;29.03.0029;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;469,90
SEFIN;29/03/2017;29.03.0030;1922.99.00.00.00;Outras Restituições;314,06
SEFIN;29/03/2017;29.03.0031;1922.99.00.00.00;Outras Restituições;108,72
SEFIN;29/03/2017;29.03.0032;1922.99.00.00.00;Outras Restituições;52,84
SEFIN;29/03/2017;29.03.0033;1922.99.00.00.00;Outras Restituições;33,14
SEFIN;29/03/2017;29.03.0034;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;2.126,26
SEFIN;29/03/2017;29.03.0035;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.297,92
SEFIN;29/03/2017;29.03.0036;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;371,79
SEFIN;29/03/2017;29.03.0037;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;1.820,22
SEFIN;29/03/2017;29.03.0038;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;54,00
SEFIN;29/03/2017;29.03.0039;1121.22.00.00.00;Taxa de Serviços Administrativos;412,15
SEFIN;29/03/2017;29.03.0040;1121.22.00.00.00;Taxa de Serviços Administrativos;31,70
SEFIN;29/03/2017;29.03.0041;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;322,74
IMAC;29/03/2017;29.03.0058;1121.99.01.00.00;Taxa de Licenciamento Ambiental;720,52
SEFIN;29/03/2017;29.03.0093;1721.22.70.00.00;Cota-Parte do Fundo Especial do Petróleo – FEP;466,76
SEFIN;29/03/2017;29.03.0094;1721.22.50.00.00;Cota-parte Royalties pela Participação Especial – Lei nº 9.478/97, artigo 50;207,11
SEFIN;29/03/2017;29.03.0095;1721.22.30.00.00;Cota-parte Royalties – Compensação Financeira pela Produção de Petróleo – Lei nº 7.990/89;733,41
SEFIN;29/03/2017;29.03.0096;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;1.061,04
AMT;29/03/2017;29.03.0099;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;1.384,88
SEFIN;29/03/2017;29.03.0100;1721.22.30.00.00;Cota-parte Royalties – Compensação Financeira pela Produção de Petróleo – Lei nº 7.990/89;19.592,37
SEFIN;29/03/2017;29.03.0103;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;29/03/2017;29.03.0104;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;1.138,40
SEFIN;29/03/2017;29.03.0105;1122.99.00.00.00;Outras Taxas pela Prestação de Serviços;82,43
SEFIN;29/03/2017;29.03.0106;1121.21.00.00.00;Taxa de Controle e Fiscalização Ambiental;1.253,88
SEFIN;30/03/2017;30.03.0054;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;3.952,49
SEFIN;30/03/2017;30.03.0055;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;7.403,24
SEFIN;30/03/2017;30.03.0056;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;71,95
SEFIN;30/03/2017;30.03.0057;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;75,00
SEFIN;30/03/2017;30.03.0058;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;13.766,11
SEFIN;30/03/2017;30.03.0059;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;3.348,44
SEFIN;30/03/2017;30.03.0060;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;71,88
SEFIN;30/03/2017;30.03.0061;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;2.020,00
SEFIN;30/03/2017;30.03.0062;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;5.389,21
SEFIN;30/03/2017;30.03.0063;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;381,03
SEFIN;30/03/2017;30.03.0064;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;570,67
SEFIN;30/03/2017;30.03.0065;1121.22.00.00.00;Taxa de Serviços Administrativos;164,86
SEFIN;30/03/2017;30.03.0066;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;30/03/2017;30.03.0067;1121.22.00.00.00;Taxa de Serviços Administrativos;95,10
SEFIN;30/03/2017;30.03.0068;1121.22.00.00.00;Taxa de Serviços Administrativos;4,76
SEFIN;30/03/2017;30.03.0069;1121.22.00.00.00;Taxa de Serviços Administrativos;168,82
SEFIN;30/03/2017;30.03.0070;1121.29.00.00.00;Taxa de Licença para Execução de Obras;171,29
SEFIN;30/03/2017;30.03.0071;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;7.807,10
SEFIN;30/03/2017;30.03.0072;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;145,71
SEFIN;30/03/2017;30.03.0073;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;15.062,36
SEFIN;30/03/2017;30.03.0074;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;3.320,00
SEFIN;30/03/2017;30.03.0075;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;724,72
SEFIN;30/03/2017;30.03.0076;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;273,50
SEFIN;30/03/2017;30.03.0077;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;110,96
SEFIN;30/03/2017;30.03.0078;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;348,75
